clean_text,sentiment
sample tweet 3556,positive
sample tweet 3557,positive
sample tweet 3558,positive
sample tweet 3559,neutral
sample tweet 3560,neutral
sample tweet 3561,positive
sample tweet 3562,positive
sample tweet 3563,neutral
sample tweet 3564,neutral
sample tweet 3565,positive
sample tweet 3566,positive
sample tweet 3567,negative
sample tweet 3568,negative
sample tweet 3569,negative
sample tweet 3570,positive
sample tweet 3571,positive
sample tweet 3572,neutral
sample tweet 3573,neutral
sample tweet 3574,positive
sample tweet 3575,neutral
sample tweet 3576,negative
sample tweet 3577,positive
sample tweet 3578,negative
sample tweet 3579,negative
sample tweet 3580,neutral
sample tweet 3581,negative
sample tweet 3582,positive
sample tweet 3583,positive
sample tweet 3584,neutral
sample tweet 3585,neutral
sample tweet 3586,negative
sample tweet 3587,positive
sample tweet 3588,neutral
sample tweet 3589,positive
sample tweet 3590,negative
sample tweet 3591,positive
sample tweet 3592,positive
sample tweet 3593,negative
sample tweet 3594,negative
sample tweet 3595,neutral
sample tweet 3596,positive
sample tweet 3597,negative
sample tweet 3598,negative
sample tweet 3599,positive
sample tweet 3600,negative
sample tweet 3601,negative
sample tweet 3602,neutral
sample tweet 3603,negative
sample tweet 3604,negative
sample tweet 3605,positive
sample tweet 3606,neutral
sample tweet 3607,negative
sample tweet 3608,negative
sample tweet 3609,positive
sample tweet 3610,negative
sample tweet 3611,positive
sample tweet 3612,negative
sample tweet 3613,negative
sample tweet 3614,positive
sample tweet 3615,negative
sample tweet 3616,positive
sample tweet 3617,positive
sample tweet 3618,positive
sample tweet 3619,neutral
sample tweet 3620,neutral
sample tweet 3621,neutral
sample tweet 3622,negative
sample tweet 3623,neutral
sample tweet 3624,negative
sample tweet 3625,neutral
sample tweet 3626,positive
sample tweet 3627,neutral
sample tweet 3628,neutral
sample tweet 3629,positive
sample tweet 3630,neutral
sample tweet 3631,positive
sample tweet 3632,neutral
sample tweet 3633,negative
sample tweet 3634,neutral
sample tweet 3635,negative
sample tweet 3636,negative
sample tweet 3637,positive
sample tweet 3638,positive
sample tweet 3639,neutral
sample tweet 3640,negative
sample tweet 3641,negative
sample tweet 3642,positive
sample tweet 3643,positive
sample tweet 3644,positive
sample tweet 3645,negative
sample tweet 3646,positive
sample tweet 3647,negative
sample tweet 3648,negative
sample tweet 3649,positive
sample tweet 3650,positive
sample tweet 3651,positive
sample tweet 3652,positive
sample tweet 3653,neutral
sample tweet 3654,positive
sample tweet 3655,positive
sample tweet 3656,neutral
sample tweet 3657,neutral
sample tweet 3658,positive
sample tweet 3659,negative
sample tweet 3660,negative
sample tweet 3661,negative
sample tweet 3662,positive
sample tweet 3663,positive
sample tweet 3664,neutral
sample tweet 3665,negative
sample tweet 3666,negative
sample tweet 3667,positive
sample tweet 3668,negative
sample tweet 3669,positive
sample tweet 3670,neutral
sample tweet 3671,positive
sample tweet 3672,neutral
sample tweet 3673,positive
sample tweet 3674,positive
sample tweet 3675,positive
sample tweet 3676,positive
sample tweet 3677,positive
sample tweet 3678,positive
sample tweet 3679,positive
sample tweet 3680,neutral
sample tweet 3681,neutral
sample tweet 3682,positive
sample tweet 3683,positive
sample tweet 3684,positive
sample tweet 3685,positive
sample tweet 3686,neutral
sample tweet 3687,positive
sample tweet 3688,positive
sample tweet 3689,neutral
sample tweet 3690,neutral
sample tweet 3691,negative
sample tweet 3692,positive
sample tweet 3693,neutral
sample tweet 3694,neutral
sample tweet 3695,neutral
sample tweet 3696,negative
sample tweet 3697,negative
sample tweet 3698,negative
sample tweet 3699,positive
sample tweet 3700,neutral
sample tweet 3701,neutral
sample tweet 3702,positive
sample tweet 3703,positive
sample tweet 3704,negative
sample tweet 3705,positive
sample tweet 3706,neutral
sample tweet 3707,neutral
sample tweet 3708,neutral
sample tweet 3709,neutral
sample tweet 3710,neutral
sample tweet 3711,negative
sample tweet 3712,negative
sample tweet 3713,negative
sample tweet 3714,positive
sample tweet 3715,neutral
sample tweet 3716,negative
sample tweet 3717,positive
sample tweet 3718,positive
sample tweet 3719,positive
sample tweet 3720,negative
sample tweet 3721,positive
sample tweet 3722,positive
sample tweet 3723,neutral
sample tweet 3724,negative
sample tweet 3725,positive
sample tweet 3726,neutral
sample tweet 3727,neutral
sample tweet 3728,positive
sample tweet 3729,negative
sample tweet 3730,negative
sample tweet 3731,neutral
sample tweet 3732,positive
sample tweet 3733,negative
sample tweet 3734,positive
sample tweet 3735,positive
sample tweet 3736,positive
sample tweet 3737,neutral
sample tweet 3738,positive
sample tweet 3739,positive
sample tweet 3740,positive
sample tweet 3741,negative
sample tweet 3742,neutral
sample tweet 3743,positive
sample tweet 3744,positive
sample tweet 3745,neutral
sample tweet 3746,positive
sample tweet 3747,negative
sample tweet 3748,positive
sample tweet 3749,negative
sample tweet 3750,positive
sample tweet 3751,neutral
sample tweet 3752,positive
sample tweet 3753,positive
sample tweet 3754,positive
sample tweet 3755,positive
sample tweet 3756,neutral
sample tweet 3757,negative
sample tweet 3758,neutral
sample tweet 3759,positive
sample tweet 3760,neutral
sample tweet 3761,positive
sample tweet 3762,negative
sample tweet 3763,positive
sample tweet 3764,neutral
sample tweet 3765,positive
sample tweet 3766,neutral
sample tweet 3767,neutral
sample tweet 3768,negative
sample tweet 3769,negative
sample tweet 3770,negative
sample tweet 3771,positive
sample tweet 3772,neutral
sample tweet 3773,positive
sample tweet 3774,positive
sample tweet 3775,positive
sample tweet 3776,negative
sample tweet 3777,neutral
sample tweet 3778,negative
sample tweet 3779,positive
sample tweet 3780,neutral
sample tweet 3781,positive
sample tweet 3782,positive
sample tweet 3783,positive
sample tweet 3784,neutral
sample tweet 3785,neutral
sample tweet 3786,negative
sample tweet 3787,neutral
sample tweet 3788,neutral
sample tweet 3789,positive
sample tweet 3790,positive
sample tweet 3791,positive
sample tweet 3792,positive
sample tweet 3793,negative
sample tweet 3794,positive
sample tweet 3795,negative
sample tweet 3796,negative
sample tweet 3797,negative
sample tweet 3798,negative
sample tweet 3799,positive
sample tweet 3800,neutral
sample tweet 3801,neutral
sample tweet 3802,positive
sample tweet 3803,positive
sample tweet 3804,positive
sample tweet 3805,negative
sample tweet 3806,neutral
sample tweet 3807,positive
sample tweet 3808,negative
sample tweet 3809,positive
sample tweet 3810,positive
sample tweet 3811,positive
sample tweet 3812,neutral
sample tweet 3813,positive
sample tweet 3814,negative
sample tweet 3815,positive
sample tweet 3816,negative
sample tweet 3817,positive
sample tweet 3818,positive
sample tweet 3819,positive
sample tweet 3820,positive
sample tweet 3821,neutral
sample tweet 3822,negative
sample tweet 3823,neutral
sample tweet 3824,neutral
sample tweet 3825,neutral
sample tweet 3826,neutral
sample tweet 3827,positive
sample tweet 3828,neutral
sample tweet 3829,positive
sample tweet 3830,neutral
sample tweet 3831,positive
sample tweet 3832,positive
sample tweet 3833,neutral
sample tweet 3834,positive
sample tweet 3835,neutral
sample tweet 3836,negative
sample tweet 3837,positive
sample tweet 3838,positive
sample tweet 3839,negative
sample tweet 3840,negative
sample tweet 3841,negative
sample tweet 3842,negative
sample tweet 3843,positive
sample tweet 3844,positive
sample tweet 3845,neutral
sample tweet 3846,neutral
sample tweet 3847,positive
sample tweet 3848,positive
sample tweet 3849,negative
sample tweet 3850,negative
sample tweet 3851,positive
sample tweet 3852,negative
sample tweet 3853,positive
sample tweet 3854,neutral
sample tweet 3855,positive
sample tweet 3856,positive
sample tweet 3857,negative
sample tweet 3858,positive
sample tweet 3859,negative
sample tweet 3860,negative
sample tweet 3861,positive
sample tweet 3862,positive
sample tweet 3863,negative
sample tweet 3864,positive
sample tweet 3865,neutral
sample tweet 3866,neutral
sample tweet 3867,negative
sample tweet 3868,negative
sample tweet 3869,positive
sample tweet 3870,negative
sample tweet 3871,positive
sample tweet 3872,positive
sample tweet 3873,neutral
sample tweet 3874,neutral
sample tweet 3875,positive
sample tweet 3876,negative
sample tweet 3877,positive
sample tweet 3878,positive
sample tweet 3879,negative
sample tweet 3880,positive
sample tweet 3881,neutral
sample tweet 3882,positive
sample tweet 3883,positive
sample tweet 3884,negative
sample tweet 3885,positive
sample tweet 3886,negative
sample tweet 3887,positive
sample tweet 3888,positive
sample tweet 3889,positive
sample tweet 3890,positive
sample tweet 3891,positive
sample tweet 3892,positive
sample tweet 3893,positive
sample tweet 3894,neutral
sample tweet 3895,neutral
sample tweet 3896,positive
sample tweet 3897,neutral
sample tweet 3898,positive
sample tweet 3899,positive
sample tweet 3900,negative
sample tweet 3901,neutral
sample tweet 3902,negative
sample tweet 3903,positive
sample tweet 3904,positive
sample tweet 3905,positive
sample tweet 3906,positive
sample tweet 3907,neutral
sample tweet 3908,positive
sample tweet 3909,positive
sample tweet 3910,negative
sample tweet 3911,positive
sample tweet 3912,positive
sample tweet 3913,neutral
sample tweet 3914,neutral
sample tweet 3915,neutral
sample tweet 3916,negative
sample tweet 3917,positive
sample tweet 3918,negative
sample tweet 3919,negative
sample tweet 3920,negative
sample tweet 3921,negative
sample tweet 3922,negative
sample tweet 3923,positive
sample tweet 3924,positive
sample tweet 3925,positive
sample tweet 3926,positive
sample tweet 3927,neutral
sample tweet 3928,positive
sample tweet 3929,negative
sample tweet 3930,positive
sample tweet 3931,neutral
sample tweet 3932,negative
sample tweet 3933,negative
sample tweet 3934,neutral
sample tweet 3935,positive
sample tweet 3936,neutral
sample tweet 3937,neutral
sample tweet 3938,positive
sample tweet 3939,neutral
sample tweet 3940,positive
sample tweet 3941,neutral
sample tweet 3942,negative
sample tweet 3943,positive
sample tweet 3944,neutral
sample tweet 3945,positive
sample tweet 3946,positive
sample tweet 3947,negative
sample tweet 3948,positive
sample tweet 3949,negative
sample tweet 3950,neutral
sample tweet 3951,positive
sample tweet 3952,neutral
sample tweet 3953,positive
sample tweet 3954,positive
sample tweet 3955,positive
sample tweet 3956,positive
sample tweet 3957,neutral
sample tweet 3958,positive
sample tweet 3959,negative
sample tweet 3960,positive
sample tweet 3961,positive
sample tweet 3962,negative
sample tweet 3963,neutral
sample tweet 3964,negative
sample tweet 3965,negative
sample tweet 3966,positive
sample tweet 3967,negative
sample tweet 3968,positive
sample tweet 3969,negative
sample tweet 3970,positive
sample tweet 3971,positive
sample tweet 3972,negative
sample tweet 3973,neutral
sample tweet 3974,positive
sample tweet 3975,positive
sample tweet 3976,positive
sample tweet 3977,neutral
sample tweet 3978,neutral
sample tweet 3979,negative
sample tweet 3980,positive
sample tweet 3981,positive
sample tweet 3982,positive
sample tweet 3983,neutral
sample tweet 3984,negative
sample tweet 3985,positive
sample tweet 3986,neutral
sample tweet 3987,negative
sample tweet 3988,positive
sample tweet 3989,neutral
sample tweet 3990,negative
sample tweet 3991,neutral
sample tweet 3992,neutral
sample tweet 3993,negative
sample tweet 3994,positive
sample tweet 3995,positive
sample tweet 3996,positive
sample tweet 3997,negative
sample tweet 3998,positive
sample tweet 3999,positive
sample tweet 4000,positive
sample tweet 4001,neutral
sample tweet 4002,positive
sample tweet 4003,positive
sample tweet 4004,positive
sample tweet 4005,positive
sample tweet 4006,positive
sample tweet 4007,negative
sample tweet 4008,positive
sample tweet 4009,neutral
sample tweet 4010,neutral
sample tweet 4011,positive
sample tweet 4012,negative
sample tweet 4013,positive
sample tweet 4014,positive
sample tweet 4015,neutral
sample tweet 4016,negative
sample tweet 4017,positive
sample tweet 4018,positive
sample tweet 4019,positive
sample tweet 4020,neutral
sample tweet 4021,positive
sample tweet 4022,positive
sample tweet 4023,neutral
sample tweet 4024,positive
sample tweet 4025,positive
sample tweet 4026,negative
sample tweet 4027,negative
sample tweet 4028,positive
sample tweet 4029,negative
sample tweet 4030,positive
sample tweet 4031,positive
sample tweet 4032,positive
sample tweet 4033,negative
sample tweet 4034,negative
sample tweet 4035,negative
sample tweet 4036,negative
sample tweet 4037,positive
sample tweet 4038,positive
sample tweet 4039,positive
sample tweet 4040,positive
sample tweet 4041,negative
sample tweet 4042,neutral
sample tweet 4043,positive
sample tweet 4044,positive
sample tweet 4045,positive
sample tweet 4046,positive
sample tweet 4047,neutral
sample tweet 4048,positive
sample tweet 4049,neutral
sample tweet 4050,positive
sample tweet 4051,neutral
sample tweet 4052,positive
sample tweet 4053,negative
sample tweet 4054,negative
sample tweet 4055,neutral
sample tweet 4056,positive
sample tweet 4057,positive
sample tweet 4058,positive
sample tweet 4059,neutral
sample tweet 4060,neutral
sample tweet 4061,positive
sample tweet 4062,positive
sample tweet 4063,negative
sample tweet 4064,neutral
sample tweet 4065,positive
sample tweet 4066,positive
sample tweet 4067,positive
sample tweet 4068,positive
sample tweet 4069,neutral
sample tweet 4070,positive
sample tweet 4071,positive
sample tweet 4072,positive
sample tweet 4073,negative
sample tweet 4074,neutral
sample tweet 4075,positive
sample tweet 4076,neutral
sample tweet 4077,positive
sample tweet 4078,positive
sample tweet 4079,positive
sample tweet 4080,positive
sample tweet 4081,negative
sample tweet 4082,neutral
sample tweet 4083,negative
sample tweet 4084,negative
sample tweet 4085,neutral
sample tweet 4086,negative
sample tweet 4087,positive
sample tweet 4088,neutral
sample tweet 4089,positive
sample tweet 4090,positive
sample tweet 4091,positive
sample tweet 4092,positive
sample tweet 4093,neutral
sample tweet 4094,positive
sample tweet 4095,negative
sample tweet 4096,positive
sample tweet 4097,negative
sample tweet 4098,negative
sample tweet 4099,negative
